[Thu May 25 00:18:57 2023] ThreadID[31196]	Start Program.
[Wed Dec 13 18:53:11 2023] ThreadID[23200]	[INFO]	Location: X 0.508400 Y 0.000000 Z -2.606800
[Wed Dec 13 18:53:11 2023] ThreadID[23200]	[INFO]	Model Detected: Debris_Pile
[Wed Dec 13 18:53:11 2023] ThreadID[23200]	[INFO]	Location: X -1.698200 Y 0.000000 Z 4.433000
[Wed Dec 13 18:53:11 2023] ThreadID[23200]	[INFO]	Model Detected: Debris_Pile.001
[Wed Dec 13 18:53:11 2023] ThreadID[23200]	[INFO]	Location: X -0.491300 Y 0.000000 Z 3.857200
[Wed Dec 13 18:53:11 2023] ThreadID[23200]	[INFO]	Model Detected: Container_Small.001
[Wed Dec 13 18:53:11 2023] ThreadID[23200]	[INFO]	Location: X -7.756200 Y -2.127300 Z 1.547700
[Wed Dec 13 18:53:11 2023] ThreadID[23200]	[MESSAGE]	Game Level File Reading Complete.
[Wed Dec 13 18:53:11 2023] ThreadID[23200]	[MESSAGE]	Begin Importing .H2B File Data.
[Wed Dec 13 18:53:11 2023] ThreadID[23200]	[INFO]	H2B Imported: Barrier_Large.h2b
[Wed Dec 13 18:53:11 2023] ThreadID[23200]	[INFO]	H2B Imported: BearTrap_Open.h2b
[Wed Dec 13 18:53:11 2023] ThreadID[23200]	[INFO]	H2B Imported: BrickWall_1.h2b
[Wed Dec 13 18:53:11 2023] ThreadID[23200]	[INFO]	H2B Imported: Container_Small.h2b
[Wed Dec 13 18:53:11 2023] ThreadID[23200]	[INFO]	H2B Imported: Crate.h2b
[Wed Dec 13 18:53:11 2023] ThreadID[23200]	[INFO]	H2B Imported: Debris_Pile.h2b
[Wed Dec 13 18:53:11 2023] ThreadID[23200]	[INFO]	H2B Imported: GasCan.h2b
[Wed Dec 13 18:53:11 2023] ThreadID[23200]	[INFO]	H2B Imported: Health.h2b
[Wed Dec 13 18:53:11 2023] ThreadID[23200]	[INFO]	H2B Imported: Landmine.h2b
[Wed Dec 13 18:53:11 2023] ThreadID[23200]	[INFO]	H2B Imported: Structure_1.h2b
[Wed Dec 13 18:53:11 2023] ThreadID[23200]	[INFO]	H2B Imported: Tank.h2b
[Wed Dec 13 18:53:11 2023] ThreadID[23200]	[INFO]	H2B Imported: Tree_3.h2b
[Wed Dec 13 18:53:11 2023] ThreadID[23200]	[MESSAGE]	Importing of .H2B File Data Complete.
[Wed Dec 13 18:53:11 2023] ThreadID[23200]	[EVENT]	GAME LEVEL WAS LOADED TO CPU [DATA ORIENTED]
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	Start Program.
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[EVENT]	LOADING GAME LEVEL [DATA ORIENTED]
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[MESSAGE]	Begin Reading Game Level Text File.
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Camera Detected: Camera
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Location: X -7.978100 Y 19.089300 Z -1.025000
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Camera Detected: Camera.002
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Location: X -23.598101 Y 5.529700 Z 12.363400
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Camera Detected: Camera.001
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Location: X 3.046300 Y 5.529700 Z -7.187700
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Model Detected: Tree_3
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Location: X -9.240400 Y 0.000000 Z 6.261300
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Model Detected: BearTrap_Open
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Location: X -10.045200 Y 0.000000 Z 2.357300
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Model Detected: BrickWall_1
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Location: X -6.600200 Y 0.290100 Z 6.642400
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Model Detected: Structure_1
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Location: X -13.139300 Y 0.000000 Z 2.213800
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Model Detected: Crate
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Location: X -7.975000 Y 0.000000 Z -1.748000
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Model Detected: Crate.001
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Location: X -8.085400 Y -0.049000 Z -2.526500
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Model Detected: Crate.002
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Location: X -8.101000 Y 0.682400 Z -2.104900
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Model Detected: Health
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Location: X -11.864400 Y 3.871100 Z 3.208900
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Model Detected: Barrier_Large
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Location: X -16.015499 Y 0.000000 Z -4.917600
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Model Detected: Barrier_Large.001
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Location: X -11.386300 Y -0.054800 Z -4.892400
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Model Detected: Barrier_Large.002
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Location: X -6.538000 Y -0.054800 Z -4.892400
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Model Detected: BrickWall_1.001
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Location: X -4.515200 Y 0.000000 Z 6.642400
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Model Detected: BrickWall_1.002
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Location: X -2.481100 Y 0.290100 Z 6.642400
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Model Detected: BrickWall_1.003
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Location: X -0.429700 Y 0.000000 Z 6.642400
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Model Detected: Container_Small
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Location: X -0.714400 Y 0.000000 Z 7.872900
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Model Detected: GasCan
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Location: X -9.167000 Y 0.012500 Z 6.028100
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Model Detected: Landmine
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Location: X -1.019400 Y 0.000000 Z -0.247900
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Model Detected: Tank.001
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Location: X -1.326100 Y 0.000000 Z -5.355400
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Model Detected: Tree_3.001
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Location: X -15.676000 Y 0.000000 Z -3.777600
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Model Detected: Landmine.001
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Location: X -2.739700 Y 0.000000 Z -2.678100
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Model Detected: Landmine.002
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Location: X 0.508400 Y 0.000000 Z -2.606800
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Model Detected: Debris_Pile
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Location: X -1.698200 Y 0.000000 Z 4.433000
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Model Detected: Debris_Pile.001
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Location: X -0.491300 Y 0.000000 Z 3.857200
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Model Detected: Container_Small.001
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	Location: X -7.756200 Y -2.127300 Z 1.547700
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[MESSAGE]	Game Level File Reading Complete.
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[MESSAGE]	Begin Importing .H2B File Data.
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	H2B Imported: Barrier_Large.h2b
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	H2B Imported: BearTrap_Open.h2b
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	H2B Imported: BrickWall_1.h2b
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	H2B Imported: Container_Small.h2b
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	H2B Imported: Crate.h2b
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	H2B Imported: Debris_Pile.h2b
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	H2B Imported: GasCan.h2b
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	H2B Imported: Health.h2b
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	H2B Imported: Landmine.h2b
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	H2B Imported: Structure_1.h2b
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	H2B Imported: Tank.h2b
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[INFO]	H2B Imported: Tree_3.h2b
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[MESSAGE]	Importing of .H2B File Data Complete.
[Wed Dec 13 18:54:54 2023] ThreadID[27876]	[EVENT]	GAME LEVEL WAS LOADED TO CPU [DATA ORIENTED]
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	Start Program.
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[EVENT]	LOADING GAME LEVEL [DATA ORIENTED]
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[MESSAGE]	Begin Reading Game Level Text File.
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Camera Detected: Camera
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Location: X -7.978100 Y 19.089300 Z -1.025000
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Camera Detected: Camera.002
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Location: X -23.598101 Y 5.529700 Z 12.363400
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Camera Detected: Camera.001
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Location: X 3.046300 Y 5.529700 Z -7.187700
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Model Detected: Tree_3
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Location: X -9.240400 Y 0.000000 Z 6.261300
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Model Detected: BearTrap_Open
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Location: X -10.045200 Y 0.000000 Z 2.357300
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Model Detected: BrickWall_1
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Location: X -6.600200 Y 0.290100 Z 6.642400
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Model Detected: Structure_1
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Location: X -13.139300 Y 0.000000 Z 2.213800
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Model Detected: Crate
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Location: X -7.975000 Y 0.000000 Z -1.748000
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Model Detected: Crate.001
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Location: X -8.085400 Y -0.049000 Z -2.526500
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Model Detected: Crate.002
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Location: X -8.101000 Y 0.682400 Z -2.104900
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Model Detected: Health
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Location: X -11.864400 Y 3.871100 Z 3.208900
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Model Detected: Barrier_Large
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Location: X -16.015499 Y 0.000000 Z -4.917600
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Model Detected: Barrier_Large.001
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Location: X -11.386300 Y -0.054800 Z -4.892400
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Model Detected: Barrier_Large.002
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Location: X -6.538000 Y -0.054800 Z -4.892400
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Model Detected: BrickWall_1.001
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Location: X -4.515200 Y 0.000000 Z 6.642400
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Model Detected: BrickWall_1.002
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Location: X -2.481100 Y 0.290100 Z 6.642400
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Model Detected: BrickWall_1.003
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Location: X -0.429700 Y 0.000000 Z 6.642400
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Model Detected: Container_Small
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Location: X -0.714400 Y 0.000000 Z 7.872900
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Model Detected: GasCan
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Location: X -9.167000 Y 0.012500 Z 6.028100
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Model Detected: Landmine
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Location: X -1.019400 Y 0.000000 Z -0.247900
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Model Detected: Tank.001
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Location: X -1.326100 Y 0.000000 Z -5.355400
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Model Detected: Tree_3.001
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Location: X -15.676000 Y 0.000000 Z -3.777600
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Model Detected: Landmine.001
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Location: X -2.739700 Y 0.000000 Z -2.678100
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Model Detected: Landmine.002
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Location: X 0.508400 Y 0.000000 Z -2.606800
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Model Detected: Debris_Pile
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Location: X -1.698200 Y 0.000000 Z 4.433000
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Model Detected: Debris_Pile.001
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Location: X -0.491300 Y 0.000000 Z 3.857200
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Model Detected: Container_Small.001
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	Location: X -7.756200 Y -2.127300 Z 1.547700
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[MESSAGE]	Game Level File Reading Complete.
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[MESSAGE]	Begin Importing .H2B File Data.
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	H2B Imported: Barrier_Large.h2b
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	H2B Imported: BearTrap_Open.h2b
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	H2B Imported: BrickWall_1.h2b
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	H2B Imported: Container_Small.h2b
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	H2B Imported: Crate.h2b
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	H2B Imported: Debris_Pile.h2b
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	H2B Imported: GasCan.h2b
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	H2B Imported: Health.h2b
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	H2B Imported: Landmine.h2b
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	H2B Imported: Structure_1.h2b
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	H2B Imported: Tank.h2b
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[INFO]	H2B Imported: Tree_3.h2b
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[MESSAGE]	Importing of .H2B File Data Complete.
[Wed Dec 13 18:56:46 2023] ThreadID[5428]	[EVENT]	GAME LEVEL WAS LOADED TO CPU [DATA ORIENTED]
